,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.KES.price,quote.KES.volume_24h,quote.KES.volume_change_24h,quote.KES.percent_change_1h,quote.KES.percent_change_24h,quote.KES.percent_change_7d,quote.KES.percent_change_30d,quote.KES.percent_change_60d,quote.KES.percent_change_90d,quote.KES.market_cap,quote.KES.market_cap_dominance,quote.KES.fully_diluted_market_cap,quote.KES.tvl,quote.KES.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
17,1831,Bitcoin Cash,BCH,bitcoin-cash,773,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19506568.75,19506568.75,False,,18,,,,2023-09-17T09:28:00.000Z,30909.931557511678,22497108891.25104,-41.2848,0.42885623,-1.02899751,12.13740225,14.63629579,-13.32989372,99.17307297,602946704984.3961,0.3918,649108562708.4327,,2023-09-17T09:29:05.000Z,,,,,,2023-09-17 12:30:06.679659
18,1975,Chainlink,LINK,chainlink,1321,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,19,,,,2023-09-17T09:28:00.000Z,903.7034402951779,13101879929.556105,-30.2648,0.11953554,-0.956717,1.68017599,-0.28490945,-9.28500339,21.48340693,503227234026.4515,0.327,903703440294.5125,,2023-09-17T09:29:05.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-09-17 12:30:06.679659
19,3957,UNUS SED LEO,LEO,unus-sed-leo,29,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,929286395.9,985239504.0,False,,20,,,,2023-09-17T09:28:00.000Z,535.9262556823983,85043867.56176597,-4.8071,0.86293133,0.83010528,-4.12819906,-5.93345347,-7.66171604,4.85656916,498028978611.2777,0.3236,528015718329.65955,,2023-09-17T09:29:05.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2023-09-17 12:30:06.679659
0,1,Bitcoin,BTC,bitcoin,10469,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19488087.0,19488087.0,False,,1,,,,2023-09-17T09:33:00.000Z,3863229.4914591606,961965611594.8735,-41.2306,0.04037727,0.01205885,2.72943869,0.13505647,-11.42749816,0.59214208,75286952430521.88,48.9163,81127819320642.52,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
1,1027,Ethereum,ETH,ethereum,7394,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120224406.72279915,120224406.72279915,True,,2,,,,2023-09-17T09:33:00.000Z,237478.50171912264,391931251383.00635,-37.6896,0.03863331,-0.23726245,0.43105863,-3.25596028,-14.46306177,-5.27184148,28550711978600.76,18.5518,28550711978601.043,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
2,825,Tether USDt,USDT,tether,62379,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83041923535.66393,85437198726.47841,True,,3,,,,2023-09-17T09:33:00.000Z,145.53295424093827,1827762031759.8398,-35.9157,-0.00638414,-0.0097168,0.04568336,0.06601736,0.02464418,0.05418859,12085336457995.273,7.8525,12433927932734.926,,2023-09-17T09:34:05.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-17 12:35:07.595921
3,1839,BNB,BNB,bnb,1624,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153848317.95479125,153848317.95479125,False,,4,,,,2023-09-17T09:33:00.000Z,31282.32933162027,48274861429.19341,-47.5992,0.09684525,0.52447861,0.96767794,-1.72579116,-11.05513451,-11.31846497,4812733749377.607,3.127,4812733749377.212,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
4,52,XRP,XRP,xrp,1086,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53175400720.0,99988428101.0,False,,5,,,,2023-09-17T09:33:00.000Z,72.27492352695482,73921633945.7025,-32.2087,0.10303815,-0.80352033,-0.71584804,-2.18421815,-36.42243628,1.82758541,3843248020553.178,2.4972,7227492352694.957,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
5,3408,USD Coin,USDC,usd-coin,14109,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26164101929.672733,26164101929.672733,False,,6,,,,2023-09-17T09:33:00.000Z,145.5153085707498,228275182896.19946,-37.9834,-0.00541554,0.01130634,0.01001491,0.01181739,0.0331081,0.00134164,3807277365772.878,2.4737,3807277365772.548,,2023-09-17T09:34:05.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-17 12:35:07.595921
6,74,Dogecoin,DOGE,dogecoin,799,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141041906383.70523,141041906383.70523,True,,7,,,,2023-09-17T09:33:00.000Z,9.052591806585129,20596875506.484993,-16.1113,-0.14645186,-0.19714821,0.35149935,-0.47008914,-9.5187684,0.49848468,1276794806114.2766,0.8296,1276794806114.5918,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
7,2010,Cardano,ADA,cardano,934,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35108286535.47,36167977941.125,False,,8,,,,2023-09-17T09:33:00.000Z,36.32377196881947,11618725656.507307,-37.848,0.15926088,-0.4372986,-0.08200922,-5.11435859,-20.88737789,-3.51478283,1275265394330.3872,0.8286,1634569738596.96,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
8,11419,Toncoin,TON,toncoin,143,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,9,3414166606.0,8313736773.641599,,2023-09-17T09:33:00.000Z,354.28129214706547,11989282200.133823,19.749,-0.08771777,12.55660308,38.54871117,81.51443741,77.55409509,73.98005304,1215855163311.3037,0.79,1788255557487.3884,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
9,5426,Solana,SOL,solana,525,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,411266547.81527364,557580259.3649158,True,,10,,,,2023-09-17T09:33:00.000Z,2761.768047915154,17469833191.226757,-41.5842,0.02766663,-0.76591254,3.06243178,-13.93051858,-27.40978808,22.79289979,1135822810932.5925,0.738,1539907344462.403,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
10,1958,TRON,TRX,tron,839,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89188300636.23566,89188363624.80313,True,,11,71659659264.0,5987734961.892082,,2023-09-17T09:33:00.000Z,12.156946071262135,20800137739.789562,-23.8926,0.17652048,-0.19618938,6.3075115,14.71292402,4.94360498,19.81112899,1084257361022.2313,0.7045,1084258126770.398,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
11,4943,Dai,DAI,multi-collateral-dai,2576,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-17T09:33:00.000Z,145.52046475244236,7266028224.047035,-38.936,0.01888726,0.04315619,0.02608963,0.0876123,0.04080588,0.04530228,778227233897.3036,0.5057,778227233897.4509,,2023-09-17T09:34:05.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-17 12:35:07.595921
12,6636,Polkadot,DOT,polkadot-new,586,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1229376546.6874495,1356435903.9926293,True,,13,,,,2023-09-17T09:33:00.000Z,602.2799058725326,9731011894.06981,-34.1418,0.30621431,-1.09111654,-1.12202196,-8.09892734,-20.36691674,-8.80315655,740428790820.8162,0.4811,816954088578.5627,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
13,3890,Polygon,MATIC,polygon,939,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-17T09:33:00.000Z,76.12355263123017,25222125301.975403,-13.7936,0.22259796,-0.72404486,-0.69147672,-9.45987508,-29.31149827,-12.42863665,709431094190.833,0.461,761235526312.4286,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
14,2,Litecoin,LTC,litecoin,999,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73662726.72743528,84000000.0,False,,15,,,,2023-09-17T09:33:00.000Z,9334.152460978634,32608436709.751152,-23.5741,0.4453888,-1.72547756,4.20819582,-1.81253261,-30.79540749,-16.91964873,687579121965.2866,0.4467,784068806722.7495,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
15,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1373,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",,162974.76175269,162974.76175269,False,,16,,,,2023-09-17T09:33:00.000Z,3863260.318810125,15966868288.352285,-43.8583,0.09728471,0.02206607,2.75989999,0.02070605,-11.44422929,0.58070109,629613930046.7014,0.4091,629613930046.4825,,2023-09-17T09:34:05.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-09-17 12:35:07.595921
16,5994,Shiba Inu,SHIB,shiba-inu,659,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,17,,,,2023-09-17T09:33:00.000Z,0.0010609381107282644,8745195348.192478,-18.0212,-0.06391314,-2.12100078,-1.7959897,-13.28949041,-5.58666027,0.95124805,625260602172.4612,0.4063,625517482458.1321,,2023-09-17T09:34:05.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-09-17 12:35:07.595921
17,1831,Bitcoin Cash,BCH,bitcoin-cash,773,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19506568.75,19506568.75,False,,18,,,,2023-09-17T09:33:00.000Z,30905.636031411224,22450213509.35357,-41.4233,0.35376994,-1.0544134,12.192512,14.69260897,-13.38621142,99.13904577,602862914009.2002,0.3917,649018356659.1449,,2023-09-17T09:34:05.000Z,,,,,,2023-09-17 12:35:07.595921
18,1975,Chainlink,LINK,chainlink,1321,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,19,,,,2023-09-17T09:33:00.000Z,903.4004770906756,13100879659.568851,-30.2364,0.00793686,-0.98598214,1.72871539,-0.26275049,-9.36549337,21.42996926,503058528974.97614,0.3269,903400477090.6378,,2023-09-17T09:34:05.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-09-17 12:35:07.595921
19,3957,UNUS SED LEO,LEO,unus-sed-leo,29,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,929286395.9,985239504.0,False,,20,,,,2023-09-17T09:33:00.000Z,535.5402519054526,85140563.18960331,-4.6223,0.77193991,0.84826539,-4.11167674,-5.96115818,-7.6879481,4.73986404,497670270552.5961,0.3234,527635412159.5964,,2023-09-17T09:34:05.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2023-09-17 12:35:07.595921
0,1,Bitcoin,BTC,bitcoin,10469,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19488087.0,19488087.0,False,,1,,,,2023-09-17T09:38:00.000Z,3863580.4237184757,961078103584.4956,-41.2865,0.03367737,-0.03131718,2.73718369,0.19075981,-11.42070644,0.63856565,75293791428922.52,48.9262,81135188898087.88,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
1,1027,Ethereum,ETH,ethereum,7394,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120224406.72279915,120224406.72279915,True,,2,,,,2023-09-17T09:38:00.000Z,237487.3429529215,391804135150.72095,-37.7027,0.00875322,-0.3026178,0.43951002,-3.21122248,-14.45162818,-5.24934934,28551774910688.926,18.553,28551774910688.49,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
2,825,Tether USDt,USDT,tether,62379,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83041923535.66393,85437198726.47841,True,,3,,,,2023-09-17T09:38:00.000Z,145.54120677592374,1826727327963.6753,-35.8745,0.01481807,0.03279168,0.04418349,0.06120508,0.02481573,0.0559715,12086021764374.514,7.8536,12434633006205.361,,2023-09-17T09:38:05.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-17 12:40:08.642643
3,1839,BNB,BNB,bnb,1624,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153848317.95479125,153848317.95479125,False,,4,,,,2023-09-17T09:38:00.000Z,31272.767536066243,48327075115.54789,-47.1738,0.00588833,0.43248465,0.97716834,-1.75075898,-11.08947122,-11.29316621,4811262683214.993,3.1263,4811262683215.594,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
4,52,XRP,XRP,xrp,1086,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53175400720.0,99988428101.0,False,,5,,,,2023-09-17T09:38:00.000Z,72.26877755714999,73875364565.38326,-32.1943,-0.02147158,-0.86328024,-0.72293477,-2.18005127,-36.37783229,2.02918011,3842921206145.9937,2.4971,7226877755715.722,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
5,3408,USD Coin,USDC,usd-coin,14109,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26164101929.672733,26164101929.672733,False,,6,,,,2023-09-17T09:38:00.000Z,145.5189024861241,228131612211.37338,-37.9455,0.01184166,0.02119191,-0.01005066,0.00768908,0.02410357,-0.0005384,3807371397341.058,2.474,3807371397340.681,,2023-09-17T09:38:05.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-17 12:40:08.642643
6,74,Dogecoin,DOGE,dogecoin,799,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141041906383.70523,141041906383.70523,True,,7,,,,2023-09-17T09:38:00.000Z,9.051511193609516,20607975964.087826,-16.1282,-0.23145176,-0.26884511,0.42455841,-0.4511893,-9.50020317,0.4950558,1276642394400.1333,0.8296,1276642394399.9204,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
7,2010,Cardano,ADA,cardano,934,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35108286535.47,36167977941.125,False,,8,,,,2023-09-17T09:38:00.000Z,36.32727730321076,11611424941.84001,-37.6774,0.07070898,-0.50254324,-0.05472368,-5.0660179,-20.85290296,-3.47584767,1275388460614.5994,0.8288,1634727478643.7727,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
8,11419,Toncoin,TON,toncoin,143,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,9,3414166606.0,8299131389.56489,,2023-09-17T09:38:00.000Z,353.65889881373243,11931849160.876802,18.5853,0.01729815,11.92863011,38.21281826,81.06281436,77.32206745,73.68814447,1213719176555.2505,0.7887,1785113990710.9353,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
9,5426,Solana,SOL,solana,525,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,411266547.81527364,557580259.3649158,True,,10,,,,2023-09-17T09:38:00.000Z,2762.6848013625413,17471136017.778122,-41.5949,-0.07227631,-0.85062777,3.23436926,-13.86297832,-27.39198711,22.83084492,1136199840958.0974,0.7383,1540418508086.6365,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
10,1958,TRON,TRX,tron,839,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89188300636.23566,89188363624.80313,True,,11,71659659264.0,5990412504.730413,,2023-09-17T09:38:00.000Z,12.162382307851805,20826048942.69302,-23.6892,0.09797782,-0.14616562,6.39754724,14.87154589,4.92829403,19.89469497,1084742209725.5204,0.7049,1084742975817.0063,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
11,4943,Dai,DAI,multi-collateral-dai,2576,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-17T09:38:00.000Z,145.52406232306274,7140881560.385877,-40.5543,0.01506497,0.03849397,0.01614047,0.08482673,0.05111477,0.06714608,778246473304.1968,0.5057,778246473304.5607,,2023-09-17T09:38:05.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-17 12:40:08.642643
12,6636,Polkadot,DOT,polkadot-new,586,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1229376546.6874495,1356435903.9926293,True,,13,,,,2023-09-17T09:38:00.000Z,601.8493183415457,9736211414.699677,-34.2425,0.09245678,-1.24427759,-1.1255468,-8.09036686,-20.39848181,-8.77195116,739899436608.9248,0.4808,816370024191.7135,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
13,3890,Polygon,MATIC,polygon,939,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-17T09:38:00.000Z,76.1093907759711,25193092159.695194,-13.5956,0.12286299,-0.82200003,-0.70368807,-9.40423289,-29.32834159,-12.33227035,709299113218.7823,0.4609,761093907760.4082,,2023-09-17T09:38:05.000Z,,,,,,2023-09-17 12:40:08.642643
