,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.KES.price,quote.KES.volume_24h,quote.KES.volume_change_24h,quote.KES.percent_change_1h,quote.KES.percent_change_24h,quote.KES.percent_change_7d,quote.KES.percent_change_30d,quote.KES.percent_change_60d,quote.KES.percent_change_90d,quote.KES.market_cap,quote.KES.market_cap_dominance,quote.KES.fully_diluted_market_cap,quote.KES.tvl,quote.KES.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,1958,TRON,TRX,tron,839,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89188300636.23566,89188363624.80313,True,,11,71659659264.0,5989679615.689875,,2023-09-17T09:13:00.000Z,12.160894317384834,20793409567.627117,-24.1767,0.16623125,-0.17145884,6.29232497,14.64283065,5.17330718,20.00619548,1084609498384.4083,0.7048,1084610264381.8492,,2023-09-17T09:14:05.000Z,,,,,,2023-09-17 12:15:04.217708
11,4943,Dai,DAI,multi-collateral-dai,2576,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-17T09:13:00.000Z,145.51254514486354,7372786667.173122,-38.1477,0.02966184,0.04044892,0.03501103,0.05166656,0.05982895,0.06005496,778184880718.2499,0.5057,778184880718.6324,,2023-09-17T09:14:05.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-17 12:15:04.217708
12,6636,Polkadot,DOT,polkadot-new,586,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1229376546.6874495,1356435903.9926293,True,,13,,,,2023-09-17T09:13:00.000Z,602.6349885570476,9847228801.539635,-33.5058,0.58980502,-1.05236879,-0.91095828,-8.02517053,-20.06296,-8.72456565,740865321145.2937,0.4814,817435735480.7363,,2023-09-17T09:14:05.000Z,,,,,,2023-09-17 12:15:04.217708
13,3890,Polygon,MATIC,polygon,939,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-17T09:13:00.000Z,76.09414444563592,25375120973.49754,-12.8541,0.28711313,-0.84290099,-0.45423499,-9.69518162,-29.18357519,-12.42784837,709157025514.8036,0.4608,760941444456.0198,,2023-09-17T09:14:05.000Z,,,,,,2023-09-17 12:15:04.217708
14,2,Litecoin,LTC,litecoin,999,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73662726.72743528,84000000.0,False,,15,,,,2023-09-17T09:13:00.000Z,9328.622499616153,32595245540.49334,-23.4691,0.50998617,-1.69094253,4.30684491,-2.06679121,-30.70174515,-17.00701519,687171769932.6288,0.4465,783604289967.8776,,2023-09-17T09:14:05.000Z,,,,,,2023-09-17 12:15:04.217708
15,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1373,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",,162974.76175269,162974.76175269,False,,16,,,,2023-09-17T09:13:00.000Z,3862904.4565493725,17046242524.856659,-40.0762,0.10407753,0.03248059,2.77244002,-0.07008523,-11.37105132,0.57899405,629555933479.5385,0.4091,629555933480.1611,,2023-09-17T09:14:05.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-09-17 12:15:04.217708
16,5994,Shiba Inu,SHIB,shiba-inu,659,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,17,,,,2023-09-17T09:13:00.000Z,0.0010609942583737295,8755058939.202206,-18.7704,0.09876951,-2.14702228,-1.64928602,-13.36098884,-5.42200587,0.8078875,625293692614.08,0.4063,625550586493.6064,,2023-09-17T09:14:05.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-09-17 12:15:04.217708
17,1831,Bitcoin Cash,BCH,bitcoin-cash,773,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19506568.75,19506568.75,False,,18,,,,2023-09-17T09:13:00.000Z,30940.350749878973,22671156802.10477,-40.6664,0.65411664,-1.25824038,12.45295693,14.5175164,-13.02631857,99.20886804,603540079051.6282,0.3922,649747365747.4902,,2023-09-17T09:14:05.000Z,,,,,,2023-09-17 12:15:04.217708
18,1975,Chainlink,LINK,chainlink,1321,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,19,,,,2023-09-17T09:13:00.000Z,903.9851105971651,13118755900.290716,-30.4703,0.17674938,-1.01337317,1.87254157,-0.41972239,-9.15987455,21.47859334,503384082125.79047,0.3271,903985110596.783,,2023-09-17T09:14:05.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-09-17 12:15:04.217708
19,3957,UNUS SED LEO,LEO,unus-sed-leo,29,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,929286395.9,985239504.0,False,,20,,,,2023-09-17T09:13:00.000Z,532.8975994362488,84110694.90598707,-5.7138,0.35705335,0.49234863,-4.61322991,-6.38759178,-8.13276382,4.26097837,495214489563.87354,0.3218,525031766551.8065,,2023-09-17T09:14:05.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2023-09-17 12:15:04.217708
0,1,Bitcoin,BTC,bitcoin,10469,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19488087.0,19488087.0,False,,1,,,,2023-09-17T09:18:00.000Z,3863311.332913744,960402511290.6982,-41.451,0.1186732,0.10673794,2.70914315,-0.07579877,-11.39744795,0.55907506,75288547363909.0,48.9245,81129537991188.0,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
1,1027,Ethereum,ETH,ethereum,7394,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120224406.72279915,120224406.72279915,True,,2,,,,2023-09-17T09:18:00.000Z,237340.5364527708,391936883613.151,-37.7105,0.0850702,-0.2517167,0.34230692,-3.50766811,-14.49753442,-5.27866683,28534125186305.254,18.5422,28534125186305.938,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
2,825,Tether USDt,USDT,tether,62379,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83041923535.66393,85437198726.47841,True,,3,,,,2023-09-17T09:18:00.000Z,145.53222872084072,1828556649349.6125,-35.9557,-0.01175918,0.00299595,0.04631364,0.06519627,0.01192029,0.0397228,12085276209410.807,7.8528,12433865946329.113,,2023-09-17T09:19:05.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-17 12:20:05.020021
3,1839,BNB,BNB,bnb,1624,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153848317.95479125,153848317.95479125,False,,4,,,,2023-09-17T09:18:00.000Z,31277.721487988772,48338240973.30774,-47.3688,0.13381298,0.47253789,1.00335438,-1.81483287,-10.98265877,-11.47355629,4812024840385.503,3.1268,4812024840385.412,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
4,52,XRP,XRP,xrp,1086,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53175400720.0,99988428101.0,False,,5,,,,2023-09-17T09:18:00.000Z,72.34945891155847,73808172822.22054,-32.3889,0.31786985,-0.64230509,-0.52071722,-2.33267199,-36.15263815,1.85142269,3847211469497.2964,2.4998,7234945891155.386,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
5,3408,USD Coin,USDC,usd-coin,14109,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26164101929.672733,26164101929.672733,False,,6,,,,2023-09-17T09:18:00.000Z,145.5099879707128,227755641550.17117,-38.2565,-0.00890098,-0.00467736,0.0066224,-0.00029283,0.02403328,-0.01083803,3807138157051.184,2.474,3807138157050.5596,,2023-09-17T09:19:05.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-17 12:20:05.020021
6,74,Dogecoin,DOGE,dogecoin,799,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141041906383.70523,141041906383.70523,True,,7,,,,2023-09-17T09:18:00.000Z,9.05562566602558,20683775404.899734,-15.1687,-0.02836994,-0.03792679,0.51031955,-0.492488,-9.39063527,0.52427532,1277222707433.4583,0.8299,1277222707433.5066,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
7,2010,Cardano,ADA,cardano,934,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35108286535.47,36167977941.125,False,,8,,,,2023-09-17T09:18:00.000Z,36.299368392760655,11656146321.105425,-37.6175,0.15286694,-0.4601953,0.00087368,-5.37168578,-20.63729884,-3.58944647,1274408626589.624,0.8281,1633471577674.3225,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
8,11419,Toncoin,TON,toncoin,143,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,9,3414166606.0,8293577249.167158,,2023-09-17T09:18:00.000Z,353.42221486637516,11943220873.750162,19.2341,-0.48038295,12.38959946,38.36974179,80.73924796,76.99502921,73.60320811,1212906902789.0483,0.7882,1783919314633.3787,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
9,5426,Solana,SOL,solana,525,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,411266547.81527364,557580259.3649158,True,,10,,,,2023-09-17T09:18:00.000Z,2759.833296140803,17488833685.122913,-41.6998,0.00850031,-0.94363142,3.07331903,-14.19590243,-27.07521809,22.80503914,1135027112249.476,0.7375,1538828565065.568,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
10,1958,TRON,TRX,tron,839,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89188300636.23566,89188363624.80313,True,,11,71659659264.0,5986873437.193089,,2023-09-17T09:18:00.000Z,12.155196910791375,20752642873.2357,-24.469,0.08457524,-0.23652646,6.24948147,14.58385518,5.08472948,19.95651862,1084101356372.3041,0.7044,1084102122011.4142,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
11,4943,Dai,DAI,multi-collateral-dai,2576,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-17T09:18:00.000Z,145.5079721339244,7341860663.094348,-38.3479,0.01161053,0.04582172,0.01434393,0.06017915,0.04472773,0.05251319,778160424765.2004,0.5056,778160424764.618,,2023-09-17T09:19:05.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-17 12:20:05.020021
12,6636,Polkadot,DOT,polkadot-new,586,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1229376546.6874495,1356435903.9926293,True,,13,,,,2023-09-17T09:18:00.000Z,602.4524891293341,9791661457.149733,-33.847,0.39793102,-1.05070504,-0.9834716,-8.04436419,-20.14241203,-8.79986928,740640960629.079,0.4813,817188186705.0386,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
13,3890,Polygon,MATIC,polygon,939,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-17T09:18:00.000Z,76.08651447676418,25244016773.163185,-13.4977,0.17097157,-0.82385702,-0.5953604,-9.64215842,-29.22207703,-12.41663395,709085918255.9038,0.4608,760865144767.7861,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
14,2,Litecoin,LTC,litecoin,999,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73662726.72743528,84000000.0,False,,15,,,,2023-09-17T09:18:00.000Z,9330.942513469641,32581835654.061382,-23.5934,0.44380706,-1.65344839,4.25598661,-1.96364806,-30.72781608,-16.95645615,687342668479.1222,0.4466,783799171132.0974,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
15,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1373,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",,162974.76175269,162974.76175269,False,,16,,,,2023-09-17T09:18:00.000Z,3863233.3323162496,15981890796.863686,-43.8388,0.10841694,0.05111553,2.78837001,-0.07101918,-11.3860199,0.57862461,629609531929.2915,0.4091,629609531929.6467,,2023-09-17T09:19:05.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-09-17 12:20:05.020021
16,5994,Shiba Inu,SHIB,shiba-inu,659,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,17,,,,2023-09-17T09:18:00.000Z,0.0010614700964878144,8744283205.317102,-19.032,0.01001076,-2.07308229,-1.69118041,-13.29657055,-5.47132511,0.8896279,625574126338.4797,0.4065,625831135431.352,,2023-09-17T09:19:05.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-09-17 12:20:05.020021
17,1831,Bitcoin Cash,BCH,bitcoin-cash,773,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19506568.75,19506568.75,False,,18,,,,2023-09-17T09:18:00.000Z,30929.268327284568,22602958144.273956,-40.8053,0.49393003,-1.20918617,12.30585796,14.53719991,-13.15038015,99.10454895,603323899013.3739,0.3921,649514634872.9045,,2023-09-17T09:19:05.000Z,,,,,,2023-09-17 12:20:05.020021
18,1975,Chainlink,LINK,chainlink,1321,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,19,,,,2023-09-17T09:18:00.000Z,904.0914740818167,13116254046.63699,-30.4827,0.08681008,-0.98233135,1.83045305,-0.36849317,-9.22613987,21.50379773,503443310629.076,0.3271,904091474081.549,,2023-09-17T09:19:05.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-09-17 12:20:05.020021
19,3957,UNUS SED LEO,LEO,unus-sed-leo,29,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,929286395.9,985239504.0,False,,20,,,,2023-09-17T09:18:00.000Z,533.019917297936,84442695.44190738,-5.3609,0.36596466,0.38634597,-4.63635273,-6.36211304,-8.07622191,4.19337278,495328157888.71497,0.3219,525152278940.1499,,2023-09-17T09:19:05.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2023-09-17 12:20:05.020021
0,1,Bitcoin,BTC,bitcoin,10469,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19488087.0,19488087.0,False,,1,,,,2023-09-17T09:23:00.000Z,3864084.8385481252,960406862972.867,-41.4149,0.13555616,0.11278578,2.7176993,-0.00802925,-11.40190407,0.64650452,75303621509006.81,48.9371,81145781609510.39,,2023-09-17T09:23:05.000Z,,,,,,2023-09-17 12:25:05.858843
1,1027,Ethereum,ETH,ethereum,7394,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120224406.72279915,120224406.72279915,True,,2,,,,2023-09-17T09:23:00.000Z,237441.38968319283,392593742400.7116,-37.5637,0.10513832,-0.21303986,0.39219641,-3.43456411,-14.46995062,-5.20718474,28546250206098.816,18.5501,28546250206098.33,,2023-09-17T09:23:05.000Z,,,,,,2023-09-17 12:25:05.858843
2,825,Tether USDt,USDT,tether,62379,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83041923535.66393,85437198726.47841,True,,3,,,,2023-09-17T09:23:00.000Z,145.55766165308933,1827342051954.1636,-35.9607,0.01412785,0.02176808,0.06495183,0.09056789,0.02387024,0.07049456,12087388209025.885,7.8552,12436038864817.04,,2023-09-17T09:23:05.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-17 12:25:05.858843
3,1839,BNB,BNB,bnb,1624,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153848317.95479125,153848317.95479125,False,,4,,,,2023-09-17T09:23:00.000Z,31279.96400198073,48329834461.539375,-47.4536,0.1346982,0.49713617,0.98354174,-1.9084605,-10.99840306,-11.38271026,4812369847391.156,3.1275,4812369847391.3,,2023-09-17T09:23:05.000Z,,,,,,2023-09-17 12:25:05.858843
4,52,XRP,XRP,xrp,1086,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53175400720.0,99988428101.0,False,,5,,,,2023-09-17T09:23:00.000Z,72.32068962707194,73855059503.43318,-32.3489,0.27655189,-0.75103773,-0.60350242,-2.47800075,-36.35350949,1.92839776,3845681651266.2983,2.4992,7232068962706.984,,2023-09-17T09:23:05.000Z,,,,,,2023-09-17 12:25:05.858843
5,3408,USD Coin,USDC,usd-coin,14109,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26164101929.672733,26164101929.672733,False,,6,,,,2023-09-17T09:23:00.000Z,145.5245620514422,227925562805.9105,-38.0996,0.00636916,0.00984856,0.01618872,0.02489279,0.01814481,0.00368258,3807519474784.918,2.4744,3807519474784.4106,,2023-09-17T09:23:05.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-17 12:25:05.858843
6,74,Dogecoin,DOGE,dogecoin,799,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141041906383.70523,141041906383.70523,True,,7,,,,2023-09-17T09:23:00.000Z,9.05386465149433,20579027037.582787,-16.0901,-0.035727,-0.15253002,0.40284247,-0.60438102,-9.48594123,0.59509316,1276974330586.8013,0.8299,1276974330587.4946,,2023-09-17T09:23:05.000Z,,,,,,2023-09-17 12:25:05.858843
